domain_composition,score,Assay Name,Donor Name,Experimental Timepoint,T Cell Type,K562 Condition,Sorted Cell Group,Read Count
BCMA,0.0780181535159086,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,17370
BCMA,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,14108
BCMA,0.166107466193685,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,7971
BCMA,-0.112170000216568,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,8534
BCMA,-0.116206195459358,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,15087
BCMA,0.0780181535159086,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,13923
BCMA,-0.0520040681126109,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,6911
BCMA,0.166107466193685,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,24945
BCMA,0.170959581443044,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,21567
BCMA,-0.112170000216568,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,18316
BCMA,-0.116206195459358,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,16659
BCMA,0.0780181535159086,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,19178
BCMA,-0.0520040681126109,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,10592
BCMA,0.166107466193685,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,24080
BCMA,0.170959581443044,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,7356
BCMA,-0.112170000216568,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,20781
BCMA,-0.116206195459358,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,14301
BCMA,0.0780181535159086,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,13252
BCMA,-0.0520040681126109,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,13807
BCMA,0.166107466193685,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,15241
BCMA,0.170959581443044,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,12387
BCMA,-0.112170000216568,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,26222
BCMA,0.175758336659549,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,20376
BCMA,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,10027
BCMA,-0.078992993594978,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,8304
BCMA,-0.191577599158102,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,6353
BCMA,-0.176518784824992,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,10228
BCMA,0.175758336659549,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,9411
BCMA,-0.078992993594978,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,3217
BCMA,-0.191577599158102,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,13776
BCMA,-0.128938668737813,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,16044
BCMA,-0.176518784824992,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,8982
BCMA,0.175758336659549,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,23827
BCMA,-0.078992993594978,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,11501
BCMA,-0.191577599158102,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,19353
BCMA,-0.128938668737813,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,20312
BCMA,-0.176518784824992,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,14172
BCMA,0.175758336659549,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,28498
BCMA,-0.078992993594978,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,19033
BCMA,-0.191577599158102,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,21841
BCMA,-0.128938668737813,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,31953
BCMA,-0.176518784824992,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,17381
BCMA,0.509348204175672,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,43733
BCMA,0.233733755846477,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,16630
BCMA,-0.0259215431545143,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,13182
BCMA,0.148329521838272,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,20730
BCMA,-0.0257417164703405,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,7041
BCMA,0.111237848031181,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,17929
BCMA,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,13149
BCMA,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,12833
BCMA,0.0997776694579332,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,16389
BCMA,0.509348204175672,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,14007
BCMA,0.233733755846477,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,19563
BCMA,-0.0259215431545143,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,12404
BCMA,0.148329521838272,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,17696
BCMA,-0.0257417164703405,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,7644
BCMA,0.111237848031181,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,11428
BCMA,0.0997776694579332,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,13163
BCMA,0.509348204175672,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,11557
BCMA,0.233733755846477,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,10183
BCMA,-0.0259215431545143,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,5776
BCMA,0.148329521838272,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,13762
BCMA,-0.0257417164703405,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,11688
BCMA,0.111237848031181,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,22286
BCMA,0.0997776694579332,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,26
BCMA,0.509348204175672,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,21177
BCMA,0.233733755846477,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,7503
BCMA,-0.0259215431545143,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,21106
BCMA,0.148329521838272,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,13573
BCMA,-0.0257417164703405,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,10597
BCMA,0.111237848031181,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,13858
BCMA,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,14766
BCMA,0.0997776694579332,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,16767
BCMA,0.0855431673204721,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,7948
BCMA,0.113007245573918,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,2785
BCMA,0.16941366093635,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,14812
BCMA,-0.0207512391215002,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,8174
BCMA,0.0896205143236023,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,7908
BCMA,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,1370
BCMA,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,13840
BCMA,-0.1059853473009,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,9754
BCMA,-0.0331973012425794,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,10360
BCMA,-0.052462831653557,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,12927
BCMA,0.0855431673204721,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,7815
BCMA,0.113007245573918,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,26959
BCMA,-0.101743501914278,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,7882
BCMA,0.16941366093635,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,16890
BCMA,-0.0207512391215002,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,12208
BCMA,0.0896205143236023,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,20004
BCMA,-0.1059853473009,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,9912
BCMA,-0.0282387001045323,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,15719
BCMA,-0.0331973012425794,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,14647
BCMA,0.0508528651127453,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,14752
BCMA,-0.052462831653557,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,22134
BCMA,0.0855431673204721,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,8924
BCMA,0.113007245573918,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,13296
BCMA,-0.101743501914278,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,6840
BCMA,0.16941366093635,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,24943
BCMA,-0.0207512391215002,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,13458
BCMA,0.0896205143236023,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,24435
BCMA,0.0251283770175202,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,8923
BCMA,-0.1059853473009,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,4629
BCMA,-0.0282387001045323,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,12004
BCMA,-0.0331973012425794,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,15769
BCMA,0.0508528651127453,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,16869
BCMA,-0.052462831653557,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,12809
BCMA,0.0855431673204721,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,14840
BCMA,0.113007245573918,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,13772
BCMA,-0.101743501914278,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,18606
BCMA,0.16941366093635,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,17383
BCMA,-0.0207512391215002,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,31887
BCMA,0.0896205143236023,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,14464
BCMA,0.0251283770175202,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,7476
BCMA,-0.1059853473009,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,12029
BCMA,-0.0282387001045323,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,16823
BCMA,-0.0331973012425794,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,21110
BCMA,0.0508528651127453,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,20286
BCMA,-0.052462831653557,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,15840
BTLA,-0.23516478822228,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,25346
BTLA,-0.193884050748342,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,27131
BTLA,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,36154
BTLA,0.140864363555773,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,10586
BTLA,0.195237881548825,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,15089
BTLA,-0.23516478822228,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,36471
BTLA,-0.193884050748342,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,33088
BTLA,-0.126597266248191,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,8488
BTLA,0.140864363555773,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,20649
BTLA,-0.129473761869493,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,11342
BTLA,0.195237881548825,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,16734
BTLA,-0.23516478822228,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,42837
BTLA,-0.193884050748342,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,40737
BTLA,-0.126597266248191,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,10762
BTLA,0.140864363555773,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,21942
BTLA,-0.129473761869493,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,7899
BTLA,0.195237881548825,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,13756
BTLA,-0.23516478822228,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,35533
BTLA,-0.193884050748342,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,46014
BTLA,-0.126597266248191,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,22528
BTLA,0.140864363555773,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,19375
BTLA,-0.129473761869493,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,21528
BTLA,0.195237881548825,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,21043
BTLA,-0.169552360154076,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,27045
BTLA,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,30717
BTLA,-0.295294155008014,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,11073
BTLA,-0.234575850102978,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,9163
BTLA,-0.0935544221421619,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,12771
BTLA,-0.169552360154076,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,17050
BTLA,-0.295294155008014,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,8181
BTLA,-0.234575850102978,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,20825
BTLA,-0.202503017608606,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,16790
BTLA,-0.0935544221421619,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,23760
BTLA,-0.169552360154076,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,63828
BTLA,-0.295294155008014,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,24023
BTLA,-0.234575850102978,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,26173
BTLA,-0.202503017608606,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,41918
BTLA,-0.0935544221421619,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,19937
BTLA,-0.169552360154076,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,88372
BTLA,-0.295294155008014,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,49083
BTLA,-0.234575850102978,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,36196
BTLA,-0.202503017608606,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,47327
BTLA,-0.0935544221421619,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,22382
BTLA,-0.16021433278533,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,18651
BTLA,-0.250134813027671,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,26132
BTLA,-0.0276052706264348,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,21404
BTLA,0.0663211499025285,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,30491
BTLA,-0.148267096175759,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,11114
BTLA,-0.209602861338,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,41246
BTLA,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,16455
BTLA,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,26950
BTLA,0.332052317661372,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,31132
BTLA,-0.16021433278533,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,17436
BTLA,-0.250134813027671,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,35532
BTLA,-0.0276052706264348,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,9776
BTLA,0.0663211499025285,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,26615
BTLA,-0.148267096175759,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,13499
BTLA,-0.209602861338,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,23307
BTLA,0.332052317661372,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,36957
BTLA,-0.16021433278533,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,25964
BTLA,-0.250134813027671,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,29297
BTLA,-0.0276052706264348,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,2117
BTLA,0.0663211499025285,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,21097
BTLA,-0.148267096175759,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,26638
BTLA,-0.209602861338,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,71533
BTLA,0.332052317661372,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,27
BTLA,-0.16021433278533,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,47020
BTLA,-0.250134813027671,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,38504
BTLA,-0.0276052706264348,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,35383
BTLA,0.0663211499025285,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,25012
BTLA,-0.148267096175759,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,21897
BTLA,-0.209602861338,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,63531
BTLA,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,21039
BTLA,0.332052317661372,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,23202
BTLA,-0.317623559117652,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,11739
BTLA,-0.42002976356639,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,4527
BTLA,-0.137863871271773,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,14367
BTLA,-0.51533165244978,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,4879
BTLA,-0.719905786621873,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,3222
BTLA,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,1112
BTLA,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,34428
BTLA,0.031500029931915,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,14527
BTLA,0.228001897494809,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,26338
BTLA,0.158308405808294,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,41718
BTLA,-0.317623559117652,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,16250
BTLA,-0.42002976356639,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,38987
BTLA,-0.0459304358592014,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,22372
BTLA,-0.137863871271773,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,19318
BTLA,-0.51533165244978,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,17809
BTLA,-0.719905786621873,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,28565
BTLA,0.031500029931915,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,12923
BTLA,-0.0547521172663428,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,40943
BTLA,0.228001897494809,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,25933
BTLA,0.0020513960520271,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,31175
BTLA,0.158308405808294,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,39124
BTLA,-0.317623559117652,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,28413
BTLA,-0.42002976356639,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,54201
BTLA,-0.0459304358592014,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,19688
BTLA,-0.137863871271773,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,25268
BTLA,-0.51533165244978,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,33921
BTLA,-0.719905786621873,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,55674
BTLA,-0.0554260527948116,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,13004
BTLA,0.031500029931915,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,7178
BTLA,-0.0547521172663428,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,31891
BTLA,0.228001897494809,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,20539
BTLA,0.0020513960520271,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,35597
BTLA,0.158308405808294,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,21741
BTLA,-0.317623559117652,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,59338
BTLA,-0.42002976356639,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,68283
BTLA,-0.0459304358592014,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,41433
BTLA,-0.137863871271773,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,40879
BTLA,-0.51533165244978,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,80143
BTLA,-0.719905786621873,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,67923
BTLA,-0.0554260527948116,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,19838
BTLA,0.031500029931915,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,11542
BTLA,-0.0547521172663428,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,47203
BTLA,0.228001897494809,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,27550
BTLA,0.0020513960520271,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,51615
BTLA,0.158308405808294,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,27646
CD2,-0.149402932617028,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,19256
CD2,0.257525234905084,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,29346
CD2,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,22758
CD2,0.27878441027359,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,15972
CD2,0.124698520922311,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,17328
CD2,-0.149402932617028,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,27075
