domain_composition,score,Assay Name,Donor Name,Experimental Timepoint,T Cell Type,K562 Condition,Sorted Cell Group,Read Count
TIGIT,0.2756495724181,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,113503
TIGIT,-0.197167425547372,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,229
TIGIT,0.130708786740633,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,97956
TIGIT,0.228032700782305,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,39019
TIGIT,0.0252493486816669,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,84735
TIGIT,-0.0907485036267162,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,88338
TIGIT,0.0060984630410368,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,45889
TIGIT,0.2756495724181,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,56071
TIGIT,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,62599
TIGIT,-0.197167425547372,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,65922
TIGIT,-0.231981684995209,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,34935
TIGIT,0.190991541998448,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,17372
TIGIT,-0.0188717238150849,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,56127
TIGIT,-0.0805263002825732,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,37620
TIGIT,0.345235992384893,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,69292
TIGIT,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,27104
TIGIT,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,80793
TIGIT,0.0332489555549943,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,60723
TIGIT,-0.0663537496077665,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,49729
TIGIT,0.175287549763085,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,94007
TIGIT,-0.231981684995209,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,38978
TIGIT,0.190991541998448,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,110289
TIGIT,0.0015392250311753,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,46900
TIGIT,-0.0188717238150849,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,70411
TIGIT,-0.0805263002825732,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,37076
TIGIT,0.345235992384893,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,95242
TIGIT,0.0332489555549943,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,55065
TIGIT,-0.0377172609980614,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,57341
TIGIT,-0.0663537496077665,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,41582
TIGIT,-0.0338338187754487,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,43345
